Oyayi,"Awit, panghele,pampatulog sa bata.",Kanta,Kanta,Nag-oyayi siya.,Nagkanta sya.,Nagkanta isuna.
Paa,Bahagi ng katawan na tumutongtong sa lupa.,Tiil,Saka,Mahaba ang kanyang mga paa.,Malaba ang iya tiil.,Atiddog iti saka na
Pabor,Kagandahang loob o pagkampi.,Katigan,Parabor,Pabor sa kabilang grupo.,Katigan sa pihak nga grupo.,Parabor diay bangir
Pabula,Kuwentong nagbibigay aral.,Sugilanon,Sarita,Ang pabula ay magandang halimbawa,Ang sugilanon ang manami nga halimbawa.,Iti sarita ki mayat nga maiyarig
Palda,Pang ibabang damit ng babae.,Saya,Palda,Siya ay naka palda.,Naka saya sya.,Nakapalda suna
Palo,Poste o haligi.,Pangpalo,Pangbaot,Ang palo ay mahaba,Malaba ang pangpalo.,Diay pangbaot ki nagatiddog
Palugit,Pagpapaibang araw.,Palugit,Palugit,Sanay may palugit ang pagbayad.,Tani may palugit ya pagbayad.,Adda kuma palugit na ti pinag bayad
Pamahiin,Pangitain o superstisyon.,Pagtoo,Pammati,Maraming pamahiin ang matatanda.,Damo ang pagtoo ya mga mal-am.,Nagado ti pammati dagiti natataenganin
Pamanhik,Pakiusap o pakisuyo.,Pakilooy,Pakaasi,Wag pamanhikin ang lalaking yan,Hindi pakilooy ang lalaki ngana.,Madi kakaasyan data nga lalaki
Pana,Busog at palaso.,Pana,Pana,Mag -ingat kayo sa pana,Maghalung kamo sa pana.,Agalwag kayo dita pana
Panaginip,Pangarao o bungang-tulog.,Damgo,Tagtagipnep,May panaginip ako kagabi,May damgo ko gab-e.,Ada tagtagipnep ko di rabii
Pandak,Mababa o maliit.,Gamay,Battit,Pandak ang aking kapatid.,Gamay ang akon utod.,Battit ni kabages ko
Pandisal,Tinapay sa agahan.,Pandisal,Pandesal,Gusto kung kumain ng pandisal.,Gusto ko magkaun sang pandisal.,Kayat ko mangan iti pandesal
Pangangapa,Pangangapa sa dillim,Kapkap,Arikap,Pangangapa ako sa dilim,Ga kapkap ko sa dulom.,Agar-arikapak iti kinasipngit na
Panganib,Maaarig maging sanhi ng kapahamakan.,Katalagman,Dilikado,Mapanganib ang lugar na iyon,Katalagman ang lugar ngato.,Dilikado adiay nga lugar
Pangarap,Isang ambisyon.,Handum,arapaap,Lahat tayo ay may matayog na pangarap.,Tanan ta may taas nga handum.,Amin tayo ki adda nangato nga arapaap na
Panghinaharap,"Kinabukasan,hinaharap",Palaabuton,Masangwanan,Ang pagsisikap ko ay para sa panghinaharap.,Ang pagbakas ko para a palaabuton.,Iti pagsasakripisyok ki para iti masangwanan
Pangkat,"Grupo, partido o lapian.",Grupo,Grupo,Ang pangkat niya ay maayos,Kay-o ang grupo nya.,Adiay grupo na ki naayos
Panoorin,"Palabas, programa, palatuntunan, kalipunan ng mga salaysay o katha.",Lantawon,Buyaen,Panoorin ninyo ang balita.,Lantawon nyo ang balita.,Buyaen niyo iti balita
Pareha,"Kaparis, katulad, kawangis.",Pareha,Pada,Pareha silang mabait at mabuti.,Pareha sanda buot kag maayu.,Pada da nga nasingpit kin nasayaat
Pareho,"Kaparis, katulad, kawangis.",Parehas,Padpada,Lahat sila ay pareho ang opinyon.,Tanan sanda parehas ang opinyon.,Amin da ki agpapada iti kapanunotan da
Pinagsikapan,"Subukan,sinubukan",Ginpangabudlayan,Pinagrigrigatan,Pinagsikapan ko ang lahat ng bagay.,Gipangabudlayan ko ang tanan nga butang.,Pinagrigatak nga maala dagita amin
Pinid,Isara;ikandado,Serado,Serra,Ipinid mong mabuti ang pinto,Serado m tarung ya pirtahan.,Iserram nga nalaing ata ruangan
Pinipig,Binayo -bayong palay,Pinipig,Pinipig,Masarap ang pinipig na binibenta niya.,Namit ya pinipig nga baligya nya.,Naimas adiay lako da nga pinipig
Pino,Durog na durog.,Mapino,Napino,Sobrang pino ang ginawa nila sa bigas,Pirti ka Mapino ang hinimo nanda sa bugas.,Napino iti namay-an da iddiay bagas
Pintasan,Puna o depekto.,Hikayan,Uyawen,Wag mo naman pintasan ang pinsan mo,Hindi man pag hikayan ya pakaisa ko.,Madi mo mit nga uy-uyawen ni kasinsin mo
Piring,Takip sa mata.,Tabon sa mata,Abung ti mata,Nilagyan ng piring ang aking mata.,Ginbutangan ko sang tabon sa mata.,Inikkan da iti abbung ti matak
Pirma,Isang lagda.,Pirma,Pirma,Kulang ng pirma ang dokumento.,Kulang sang pirma ang papilis.,Kurang iti pirma na adiay dukomento
Pisi,Isang lubid.,Pisi,Galut,Pisian niyong mabuti,Pisi-an nyo sang tarung.,Igalut yu nga nasayaat
Pisil,"Hawak,pisilin",Pagpilit,Pisilen,Wag mong pisilin ang mga kamay niya,Hindi nyo pagpilit ang mga kamot  nya.,Madi mo nga pisilen dagiti ima na
Pugon,Gawa sa semento nalutuan ang tinapaay,Pugon,Pugon,Mas maganda magluto sa pugon,Mas nami magluto sa pugon.,Maymayat agluto iddiay pugon
Pugutin,Pugutan ng ulo,Pugutan,Putden,Wag niyong pugutin.,Hindi niyo pugutan.,Madi yu nga putden.
Puhunan,Kapital o halaga ng kalakal na binili.,Kapital,Puunan,Kailangan ko ng malaking puhunan.,Kailangan ko sang dako nga kapital.,Kailangak iti dakkel nga puunan
Pukaw,Dilat o gising.,Pukawon,Riingen,Pukawin mo ang natutulog.,Pukawon mo ya gatulog,Riingim agidiay matmaturog
Pukol,Hagis o balibag.,Ihaboy,Ibato,Ipukol sa kanya ang bato,Ihaboy sa iya ang bato.,Ibatom kanyana ata bato
Pulido,"Pino , makinis.,maayos",Pahiningon,Pasilingen,Pulido ang pagka gawa ng kanyang misa,Pahiningon ang pagkahimo sang lamisa.,Nasiling iti pannakaaramid na adiay lamisaan
Pulong,Miting.,Tilipunan,Taripnong,May pulong tayo mamaya,may tilipunan kita karun.,Adda taripnong tayo damdama
Pulseras,Isang uri ng breslet.,Pulselas,Pulseras,Ang ganda ng kanyang pulseras.,Kanami sang iya pulseras.,Nagmayat adiay pulseras na
Pulubi,Nanglilimos,Pobre,Nagapalimos,Siya ay isang pulubi.,Sya ay isang pobre.,Aglimlimos lang isuna
Pumalit,"Papalit,hahalili",Mag-ilis,Sumukat,Siya ang pumalit sa aking pwesto.,Sya ang mag-ilis sa akon pwesto.,Isuna iti sumukat diay pwestok
Pumanaw,"Umalis,namatay",Maghalin,Natay,Pumanaw na ang alaga kong aso.,Maghalin na ya alaga ko nga ido.,Natay adiay tarakin ko nga aso
Pumusta,Pakikipag-pustahan,Magpusta,Agpusta,Pumusta ako sa sabungan.,Magpusta ko sa bulangan.,Nagpustaak iddiay bulangan
Pumutak,"Talak,parang manok na maingay",Pumutak,Natagare,Malakas pumutak ang kapitbahay namin,Kusog pumutak ang kaingud namun.,Nagtagare adiay karruba mi
Puna,"Pansin,masid.",Pagtamay,Uyaw,Puro puna mo na lang ang naririnig ko,Puro pagtamay mu nalang ya mabatian ko.,Puro uyaw mo langin iti mangmangig kon
Punasan,"Linisin.,punas",Punasan,Nasnasan,Punasan mo ang lamisa,Punasan mo ya lamisa.,Nasnasam ata lamisaan
Punda,Balot o sapin ng unan.,Punda,Supot pungan,Ang luma ng kanilang punda.,Kadaan sang ila punda.,Daan dagidiay supot pungan dan
Punit,"Nasira.,napunit",Gisi,Pisang,May punit ang kanyang damit.,May gisi ya bayo nya.,Adda pisang na adiay bado na
Punla,Binhi.similya,Bungsod,Bin-i,May mga punla diyan sa tabi,May bungsoddira sa higad.,Adda bin-i dita igid
Punso,Bahay ng nuno o laman lupa.,Bungsod,Bunton,Mag ingat sa mga punso.,Maghalung sa mga bungsod.,Agalwad kayo dita bunton
Punta,Direksiyon o layon.,lakat,Umay,Papuntahin mo siya dito.,Palakta siya dire.,Paumayem suna ditoy.
Puri,"Magphalaga,pumuri",Dungog,Dayaw,Purihin ang diyos,Dungog sang Ginoo.,Dayawin tayo ni apo
Purok,Tumutukoy sa distreto,Purok,Purok,Saan purok ka nakatira,Diin nga purok ka naga istar.,Inya nga purok iti ayan yu
Puso,Isang parte ng katawan na nagdadala ng dugo sa katawan.,Kasing-kasing,Puso,Maysakit ako sa puso.,May sait ko sa kasing-kasing.,Adda sakit iti pusok
Pusod,Bahagi ng isang katawan na nasa tiyan ng tao.,Pusod,Puseg,Masakit ang pusod ko,Masakit ya pusod ko.,Nasakit iti puseg ko
Puti,"Kaputian,puti",Puti,Puraw,Ang puti ng kanyang buhok.,Ka puti sang iya buhok.,Nagpuraw adiay buok na
Putok,Ingay ng baril na kinakalabit.,Putok,Putok,Ang lakas ng putok.,Kakusog sang putok.,Nagpigsa adiay putok
Putol,"Pirasuin,magtadtad,magtabas",Utod,Puted,Putol ang kanyang kamay.,Utod ya iya kamot.,Naputed adiay ima na
Putulin,"Hati-hatiin,magtadtad,magtabas",Utdon,Putuden,Putulin mo ang tali.,Utdon mo ya higot.,Putidim ta galot
Puyat,Kulang sa tulog.,puyat,Puyat,Akoy puyat nanaman,Napuyat duman ko,Napuyatak manen.
Rabi,NAGTUTURO.,Manunudlo,Mannursuro,SIYA NAG RABI.,Sya ang manunudlo.,Suna ti mannursuro.
Radikal,Pagpapahayag ng paniniwala.,Pagpati,Pammati,IYON ANG KANYANG RADIKAL,Amo to ang iya pagpati.,Adiay ti pammati na.
Radyo,Isang uri ng teknolohiya na nagpapadala o nagbibigay ng impormasyon.,Radyo,Radio,MAKINIG TAYO SA RADYO.,Mamati ta sa radyo.,Dumngeg tayo diay radio.
Ragasa,IBIG SABIHIN NITO AY NAGMAMADALI O MABILIS.,Padali-on,Naganat,RUMARAGASA SIYA.,Padali-on sya.,Naganat suna.
Ragaso,NANGANGAHULUGANG DEDMA O WALANG PANSIN.,Wala sapak,Madi pumanpansin,RAGASO SIYA KANINA PA.,Wala sya sapak halin kaina.,Dedma suna tattay pay.
Raha,Pinuno na mataas kaysa datu.,Raha,Ari,SIYA ANG RAHA.,Sya ang raha.,Suna ti ari.
Rahuyo,Pang-akit.,Kaanyag,Pangay-ayo,YAN ANG RAHUYO NIYA.,Amuna ang kaanyag nya.,Ata ti pangay-ayo na.
Rahuyuin,Ibig sabihin nito ayakitin.,Anyagan,Ay-aywen,RAHUYUIN MO SIYA.,Anyagan mo sa.,Ay-aywem suna.
Raket,Ginagamit sa mga laro.,Raket,Raket,Bumili siya ng raket.,Nagbakal sya sang raket.,Gummatang suna ti raket.
Ramdam,Nadarama o nadadama.,Balatyagon,Marikna,Ramdam ko ang init.,Balatyagon ko ya init.,Mariknak ti pudot.
Raspahin,Alisin ang laman.,Raspahon,Raspaen,Kaylangan yan raspahin.,Kailangan na raspahon.,Kaylangan dayta nga raspaen.
Rason,Ibig sabihin nito ay pangangatwiran.,Kabangdanan,Rason,Ang dami mong rason.,Kadamo sa imo sang kabangdanan.,Nagado rason mo.
Rasyon,Pagkakaiba ng mga libreng pagkain.,Rasyon,Rasyon,Madaming rasyon.,Kadamo sang rasyon.,Nagado ti rasyon.
Ratan,Isang uri ng halaman.,Ratan,Ratan,Nakakita ako ng ratan.,Nakakita ko sang ratan.,Nakakita ak ti ratan.
Rayos,Tumutukoy ito sa rayos ng gulong.,Rayos,Rayos,May rayos ang gulong.,May rayos ya karito.,Adda rayos na diay dalig.
Rayuma,Puikat o pamamanhid ng mga paa.,Rayuma,Reuma,May rayuma siya.,May rayuma sya.,Adda reuma na.
Reaksyon,Ay isang uri ng damdamin.,Reaksyon,Reaksyon,Tignan mo ang reaksyon niya.,Lantawa ya reaksyon nya.,Kitaem adiay reaksyon na.
Rebelde,"Insurekto, rebolusyonaryo.",Rebelde,Immalsa,Nagrebelde sila.,Nag rebelde sanda.,Immalsa da.
Rebentador,Tumutukoy sa paputok na ginagamit sa pagdiriwang.,Rebentador,Labentador,Gumamit sila ng rebentador.,Naggamit sanda sang rebentador.,Gummamit da iti labentador.
Rebolber," Baril, pistola.",Pusil,Paltog,Kumuha siya ng rebolber.,Nagkuha sya sang pusil.,Nagala suna ti paltog.
Rebolusyon,Paghihimagsik.,Pagtyog,Nanggulo,Nagrebolusyon sila.,Nag patyog sanda.,Nanggulo da.
Rebolusyonaryo,"Manghihimagsik, rebelde.",Garebelde,Agrebrebelde,Nagrerebolusyon sila.,Garebelde sanda.,Agrebrebelde da.
Regalo,"Bigay, aginaldo, Handog, alay.",Dulot,Regalo,May regalo akong natanggap.,May dulot ko nabaton.,Adda regalok nga natanggap.
Regla,Panahon ng babae.,Regla,Regla,May regla siya.,May regla sa.,Adda regla na.
Regular,Pagkapermanente.,Sono,Kadawyan,Regular na siya.,Sono na sya.,Kadawyan isuna.
Rekado,Sahog sa pagluluto.,Rikado,Rekado,Bumili siya ng rekado.,Nagbakal sya sang rikado.,Gummatang suna ti rekado.
Rekisa,"Pagkapkap, paghahalughog.",Kapkap,Kapkap,Nagrekisa siya.,Nag kapkap sya.,Nagkapkap isuna.
Reklamo,"Sumbong, daing.",Manumbong,Nagipulong,Nagreklamo siya.,Manumbong sya.,Nagipulong isuna.
Rekurida,Paroot parito sa pagbabantay.,Magronda,Agsalsalaknib,Nagrerekurida siya.,Magronda sya.,Agsalslaknib isuna.
Relasyon,"Pagkakaugnay, kinalaman.",Kaantanan,Nagkabagyanan,Anong relasyon niyo?,Ano ang kaantanan nyo.,Inya nagkabagyanan na?
Relikya,Ito ay kostumbre.,Nabilin,Relikia,Relikya yan.,Nabilin na.,Relikia dayta.
Relihiyon,Pananampalataya.,Pagtotoohan,Relihion,Anong relihiyon mo?,Ano ang pagtotoohan mo.,Inya iti relihion mo?
Relos,Ito ay isang orasan.,Relo,Relo,May relos siya.,May relo sya.,Adda relo na.
Renda,Ginagamit sa kabayo bilang pangkontrol.,Pagtoytoy,Pagtenglan,Bumili siya ng renda.,Nag bakal sya sang pagtoytoy.,Gummatang isuna iti pagtenglan.
Renta,Tumutukoy sa upa.,Alkila,Abangan,Humanap siya ng pwedeng rentahan.,Nangita sya sang pidi nga alkila.,Nargbiruk isuna iti mabalin nga abangan.
Repeke,Tunog ng kampana.,Huni,Uni,Nakarinig ako ng repeke.,Nakabati ko sang huni.,Nakangngegak iti uni.
Reperandum,Pagpapatibay ng batas.,Reperandom,Reperandum,Gumawa siya ng reperandum.,Naghimo sya sang reperandom.,Nagaramid isuna iti reperandum.
Report,Mga ulat o balita.,Sugid,Padamag,May report siya.,May sugid sya.,Adda padamag na.
Republika,Kaayusanng pampulitika ng isang teritoryo o bansa.,Republika,Turay,May republika.,May republika.,Adda iti turay.
Resibo,Ginagamit upang maging batayan ng binili.,Resibo,Resibo,Binigyan niya ako ng resibo.,Gin gaan nya ko sang resibo.,Inikkan nak iti resibo.
Restriksyon,Isang limitasyon.,Papiotan,Kedngan,May restriksyon.,May papiotan.,Adda kedngan.
Resulta,"Kinalabasan, bunga, pinaglabasan.",Resulta,Nagbanagan,Yan ang resulta ng ginawa mo.,Amo na ang resulta sang ginhimo mo.,Arta iti nagbanagan iti inaramid mo.
Resureksyon,Muling pagkabuhay.,Banhawon,Pabiagen,Ang muling pagkaresureksyon ni jesus,Ang pagliwat sang banhawon ni Jesus.,Pagbiyagin da uli ni jesus
Retensyon,Pagpapanatili O PAGPIGIL.,Hawidon,Tengngelen,GUSTO KONG RETENSYONAN SIYA.,Gusto ko hawidon sya.,Kayat ko isuna tengngelen.
Reto,"Hamon, sulsol na lumaban.",Binggan,Karit,Nareto ang mga kapatid ko,Na binggan ang mga utod ko.,Nakarit dagiti kabsat ko
Retorika,Galing sa salitang griyego na Rhetor.,Retorika,Retorika,Retorika ang tawag dito,Retorika ya tawag sini.,Retorika iti tawag da ditoy
Retratista,Gumagamit ng isang kamera sa paglikha ng isang larawan.,Retralista,Mangingiyot,Siya ang retratistang kumuha  sakin,Sya ang retralista nga nag kuha sa akon.,Isuna adiay mangingiyot nga nangala kanyak
Retrato,Isang larawan.,Laragway,Ladawan,Ikabit mo sa dingding ang mga ritrato,Ikabit sa dingding ya laragway ko.,Isabit mo dagita ladawan ta dingding
Reunyon,Pagtitipon-tipon ng mga magpapamilya.,Mag-ulopod,Timpuyog,Ang reunyon natin ay malapit na,Ang mag-ulopod naton lapit dun.,Dandanin iti pinagtitimpuyog tayo
Reyna,NANGUNGUNA.,Hara,Reyna,Ang reyna ay dumating na,Ang hara nag abot na.,Summangpit ni reyna tayon
Rikisa,MAGHANAP O HUMANAP.,Mangita,Nagbirok,Nagrikisa ang mga pulis sa bahay,Mangita ang mga pulis sa balay.,Nagbirok dagiti pulis iddiay balay
Riles,Daanan ng tren.,Riles,Riles,Mag ingat sa rilies pag dumaan,Mag halung sa riles pag mag agi.,Agalwad kayo dita riles no magna  kayo
Rimarim,DI KANAIS-NAIS SA PANINGIN.,Kahindian,Nagmadi,Nagrimari  siya.,Kahindian sya.,Nagmadi isuna.
Rin,Katumbas ng din.,Man,Met,Ang ganda rin ng mga yan,Kanami man sina.,Nagmayat met dagita
Ripa,Loterya.,Taya,Ripa,Nakakuha ka na ng ripa mo,Nakakuha kana sang taya mo.,Nakaala kan ti ripa mon
Ritaso,Mga tinabasan.,Tinabasan,Rigrigis,Inipon niya ang mga ritaso,Gin pangita nya ang mga tinabasan.,Inurnong na dagiti rigrigis
Ritoke,Pagpapabago ng anumang parte ng katawan.,Retokehon,Retokien,Na ritoke ang kanyang katawan,Na retokehon ang iya nga lawas.,Naritoki mit iti bagi nan
Riwara,NANGANGAHULUGANG NAPABAYAAN.,Patumbayan,Baybay-an,Napariwara ang kanyang buhay,Na patumbayan ang iya kabuhi.,Nabaybay-an na iti biyag na
Riwasa,Ibig sabihin nito ay komportable.,Komportable,Kumportable,Mariwasa ang kanyang pamumuhay,Komportable ang iya pangabuhi.,Kumportable iti pinagbiyag na
Riyan,Ibig sabihin nito diyan.,Didto,Adadta,Nariyan lang  yan,Didto lang na.,Adadta lang ata
Rolyo,IPAGULONG-GULONG 0 IPA IKOT-IKOT.,Likit,Itulid,Irolyo mo ang mga tila,I likit mo ang mga tila.,Itulid mo dagita tila
Romansa,Pag-iibigan.,Sugilanon,Romansa,Magaling sa romansa ang asawa ko,Pag-un sa sugilanon ya asawa ko.,Nalaing nga agromansa ni lakay ko
Romantiko, PAGIGING ROMANTISISMO.,Tugob,Nadongngo,Ang asawa ko ay romantiko,Ya asawa ko tugob.,Nagdongngo ni lakay ko
Ronda,Panggabing pagbabantay laban sa magnanakaw.,Ronda,Ronda,Ang mga tanod ay nagroronda gabi-gabi,Ya mga tanod naga ronda kung gab-e.,Adidiay tanod ki agronronda da rinabii
Rondalya,Banda ng musiko na ang instrumento ay pawang may kuwerdas.,Pisi,Galut,Ang  rondalya ay  naputol,Na utod ya pisi.,Adiay galot ki napugsat
Rosaryo,Dasalang kuwintas.,Rosaryo,Rosario,Mag rosaryo ka tuwing  gabi,Mag rosaryo ka taga gab-e.,Ag rosario ka rinabii
Rosas,Isang uri ng bulaklak.,Rosas,Rosas,Ang gaganda ng mga rosas,Ka nami sang mga rosas.,Nagmamayat dagita rosas
Roskas,Ginagamit pampahigpit.,Bilo,Roskas,Magkano ang mga roskas na yan,Tag pilas ang mga bilo nga na.,Tag mano dagita  roskas
Rubi,Isang uri ng mamahaling bato.,Rubi,Rubi,Ang mahal ng rubi,Kamahal sang rubi.,Nagngina adiay rubi
Rumagasa,"Mabilis, madali.",Dali,Pardas,Rumagasa ang mga sasakyan sa daan,Nag dali ya mga salakyan sa dalan.,Nagpardas dagiti lugan iddiay dalan
Rurok,"Ituktok, kaitaasan, tugatog, taluktok.",Taas,Ngato,Nasa rurok siya.,Nasa taas sya.,Aradiay ngato isuna.
Ruweda,Tanghalan ng labanan.,Ruweda,Ruweda,Papunta siya sa ruweda.,Palakat sya sa ruweda.,Paapan isuna iddiay ruweda.
Saad,NANGANGAHULUGANG TURAN O TUGON.,Nakabutang,Nakakabil,Tama ang nakasaad sa libro.,Tama ya nakabutang sa libro.,Tama diay nakakabil diay libro.
Saan,PAGTATANONG TUNGKOL SA SAAN.,Diin,Ayanna,Saan ka pupunta?,Diin ka makato?,Ayanna papanam?
Sabi,NANGANGAHULUGANG SINAMBIT.,Hambal,Baga,Pumunta ka daw sa bahay nila sabi ni Joli.,Lakat kadaw sa balay nanda hambal ni Joli.,Mapan ka kanu iddiay balay da inbaga ni Joli.
Sagap,BAGAY NA NASALOK SA TUBIG.,Nakwa,Naala,May nasagap akong balita.,May nakwa ko nga balita.,Adda naalak nga balita.
Sagi,NADAGIL O NATAPLI.,Nabangga,Nadungpar,Nasagi niya ang kape ko.,Nabangga nya ya kape ko.,Nadungpar na adiay kapek.
Sagupa,NANGANGAHULUGANG BANGGAIN.,Pagsagupa,Pagbangga,Sagupaen natin sila.,Pagsagupa ta sa anda.,Banggaen tayo isuda.
Sagutan,PINAG-IISIPAN NG MAIGI BAGO ISULAT.,Saguta,"Sagutan, sagutam",Sagutan mo yan.,Saguta na.,Sagutem daytan.
Sagutin,KINAKAILANGAN NG MADALIANG PAG-IISIP.,Saguton,"Saguten, sagutem",Saggutin mo ito.,Saguton mo ni.,Sagutem daytoy.
Sagwan,ITO AY ISANG KASANGKAPAN SA PAGPAPATAKBO NG BANGKA.,Bugsay,Gaud,Ang bangka ay may sagwan.,Ya bangka may bugsay.,Adda sagwan na adiay bangka.
Sagwil,SAGABAL O HADLANG.,Sagabal,Sagabal,Siya ang sagwil.,Sya ya sagabal.,Suna ti sagabal.
Sahod,IBIG SABIHIN NITO AY KITA O SWELDO.,Sahod,Sahod,Kulang ang sahod nila.,Kulang ya sahod nanda.,Kurang iti sweldo da.
Sahog,LAHOK O REKADO.,Sahog,Rekado,Kulang ang sahog na binili mo.,Kkulang ya sahog nga binakal mo.,Kurang diay rekado nga ginatang mo.
Saka,"ISA PA, PATI.",Pagkatapos,to,Saka na tayo kakain.,Pagkatapos na ta makaun,To nu kwa tayo manganen
Sakali,"KAIPALA , KUNG.",Kung,Nu,Uuwi nalang tayo kung sakaling hindi matutuloy.,Mauli nalang ta kung hindi madayon.,Agawid tayo langen nu madi matuloy.
Sakalin,PAGHAWAK SA LEEG NG MAHIGPIT.,Kug-on,Bekkelen,Wag mo akong sakalin.,Hindi ko pag kug-on.,Madi nak nga bekkelen.
Sakay,PAGSAKAY SA SASAKYAN.,Sakay,Lugan,Sasakay sila sa sasakyan namin.,Ma sakay sanda sa salakyan namon.,Aglugan da iddiay lugan mi.
Sakbol,Tulungan o magbigay ng tulong.,Bulig,"Sarapaen, sarapaem",Sakbolan mo siya.,Bulig sa iya.,Sarapaem isuna.
Sakdal,TUMUTUKOY SA ISANG BILANGGO NA NAGKASALA.,Sobra,Sobra,Sakdal na ang pagiging tamad mo.,Sobra naya pagkatamad mo.,Sobra iti sadot mun.
Sakim,IBIG SABIHIN NITO AY MARAMOT.,Mahisa,Naagum,Sakim ang kagaya mo.,Mahisa ya parihas simo.,Naagum iti padam.
Sakit,TUMUTUKOY SA NARARAMDAMAN NG TAO EMOSYONALO PISIKAL.,Sakit,Sakit,May sakit siya.,May sakit sya.,Adda sakit na.
Saklap,NANGANGAHULUGANG MASAKLAP.,Pait,Pait,Ang saklap nang nangyari sa kanya.,Ka pait ka natabo sa iya.,Nagpait adiay nangyari kanyak.
Saklaw,NANGANGAHULUGANG SAKOP.,Sakop,Sakop,Saklaw niya itong lahat.,Sakop nya ni tanan.,Sakop na daytoy amin.
Sakmal,Tumutukoy sa laki ng kagat.,Kagat,Kagat,Ang laki ng sakmal niya.,Ka dako sang kagat nya.,Nagdakkel adiay kagat na.
Sakong,LIKOD NG PAA.,tikod,Mukod,Ang dumi ng sakong mo.,Kadako sang tikod mo.,Nagrugit ata dapan mo.
Sakop,NASA ILALIM NG KAPANGYARIHAN NG ISANG TAO O TAUHAN.,Sakup,Nasakpan,Sakop ng datu ang lugar namin.,Sakup sang datu ya lugar namun.,Nasakpan iti datu atoy lugar mi.
Sakripisyo,TUMUTUKOY SA PAGHIHIRAP.,Sakripisyo,Sakripisyo,Palaging nagsasakrispisyo ang mga ina.,Pirmi naga sakripisyo ya mga nanay.,Kanayon ng agsaksakripisyo iti mga inang.
Salansan,Iayos o ihilera.,Tumpundok,Iyimpon,Isalansan mo yang mga plato.,Tumpundok mo ng nga plato.,Iyimpon mo agita platon.
Salarin,Tumutukoy s ataong nagkasala.,Kriminal,Kriminal,Ang salarin ay ang kanyang kasintahan.,Ya kriminal ang iya uyab.,Diay ay-ayatin na ti kriminal.
Salas,SILID NA TANGGAPAN NG BISITA.,Salas,Siled,Papuntahin mo sila sa salas.,Palakta sanda sa salas.,Papanem isuda iddiay siled.
Salat,NANGANGAHULUGANG NAGHIHIRAP.,Gapangabudlay,Marigrigat,Salat sila sa buhay.,Gapangabudlay sanda sa kabuhi,Marigrigat da iti biyag.
Salawahan,TUMUTUKOY SA PABAGO-BAGO.,Maharat,Agbaliw-baliw,Ang kanyang nililigawan ay salawahan.,Ya iya gina pangaluyagan maharat.,Agbaliw-baliw adiay ar-arimen na.
Sali,KABILANG KASAMA.,Sali,Sali,Kasali siya sa patimpalak.,Kasali sya sa hampang.,Kasali isuna iti kontes.
Salimuot,Nangangahulugang magulo.,Marikot,Nasulit,Masalimuot ang kanyang buhay noon.,Marikot ya kabuhi nya sato.,Nasulit iti biyag na edi.
Salita,LENGGUWAHE O WIKA.,Hambal,Sao,Kanina pa siya nagsasalita.,Kaina pa sya naga hambal.,Tattay pay isuna agsasao.
Saliwa,LISYA O MALI.,Sala,Basol,Nagsaliwa ka.,Nag sala ka.,Nagbasol ka.
Salok,PAG-IIGIB NG TUBIG.,igib,Sado,Magsalok ka g tubig.,Mag igib ka sang tubig.,Agsado ka iti danum.
Salop,SUKATAN NG BUTIL.,Salop,Salop,Isang salop ng bigas ang kukunin ko.,Isa ka salop nga bugas ang kwaun ko.,Maysa nga salop iti bagas iti alaek.
Sampalin,Pananampal sa mukha.,Tampaon,"Tapisen, tapisem",SAMPALIN MO NGA SIYA.,Tampaon mo sya.,Tapisem man isuna.
Sampalok,URI NG PRUTAS .,Sambag,Salamagi,ANG ASIM NG SAMPALOK.,Ka aslom sang sambag.,Nagalsem adiay salamagi.
Sampay,ISINABIT.,Halay,Salapay,NAGSAMPAY SIYA NG DAMIT.,Nag halay sya ka bayo.,Nagsalapay isuna iti bado.
Samyo,HALIMUYAK.,Kahamot,Banglo,Ang samyo ng damit niya.,Kahamot sang bayo nya.,Nagbanglo adiay bado na.
Sanay,DALUBHASA.,Sanay,Sanay,Sanay siyang sumayaw at kumanta.,Sanay sya mag saot kag magkanta.,Sanay isuna nga agsala kin agkansionen.
Sandal,Sandigan o malalpatan ng likod.,Sandal,Sandal,Pwede mo akon sandalan.,Pwede moko sandalan.,Mabalin nak nga sandalan.
Sanggol,BATANG KASISILANG.,Lapsag,Kayyanak,Umiiyak ang sanggol.,Nagahibi ya lapsag.,Agsangsanget adiay kayyanak.
Sangguni,PAGKONSULTTA O PAGHINGI NG PAYO.,Mamangkot,saludsud,Isanguni mo sa kanya.,Mamangkot ka sa iya.,Isaludsud mo kanyana.
Selos,Tumutukoy sa paghihinala ng babae o lalaki sa isang relasyon.,Selos,Selos,Nagseselos ako kanina.,Nag selos ko kaina.,Agselselosak tattay.
Selyado,Nangangahulugang natatakan o namarkahan na.,Selyo,Senial,Selyado na yan.,Selyo nya na.,Adda senial na daytan.
Selyo,BAGAY NA IKINAKABIT SA SULAT.,Selyo,Senial,Lagyan niyo na ng selyo yan.,Butangi nyo na sang seyo na.,Ikkan yu iti senial daytan.
Senyas,NANGANGAHULUGANG HUDYAT.,Senyas,Senyas,Mali ang kanyang senyas.,Mali ang iya senyas.,Mali adiay senyas na.
Sermon,URI NG PANGARAL.,Akig,"Unget, Ungtan",Nagsermon nanaman siya.,Nag akig naman sya.,Nagunget man isunan.
